step,batch_loss
71,0.019479066
72,0.009554537
73,0.0057599326
74,0.011957966
75,0.010306679
76,0.0077731377
77,0.017662292
78,0.020005453
79,0.005738695
80,0.012734576
81,0.009910363
82,0.0057198643
83,0.009626496
84,0.022519885
85,0.0069752936
86,0.0063243727
87,0.0281935
88,0.011388696
89,0.012646663
90,0.008783657
91,0.0014304604
92,0.009710645
93,0.008807305
94,0.010888904
95,0.001076745
96,0.011222912
97,0.0031212608
98,0.02150519
99,0.005463158
100,0.009925746
101,0.010352465
102,0.01613549
103,0.013600034
1,0.0058218627
2,0.015161355
3,0.011708359
4,0.00843417
5,0.0037610047
6,0.015039028
7,0.00310952
8,0.005938536
9,0.009484084
10,0.007503526
11,0.007782737
12,0.02054959
13,0.006887646
14,0.017264236
15,0.0062122205
16,0.023828954
17,0.011662629
18,0.008609828
19,0.0111662615
20,0.005837468
21,0.001351804
22,0.013596599
23,0.0042600734
24,0.013427723
25,0.0073428685
26,0.003187012
27,0.009567694
28,0.016532792
29,0.0213735
30,0.015934207
31,0.006304463
32,0.013462434
33,0.006362346
34,0.0059856004
35,0.0043531028
36,0.011535297
37,0.015028991
38,0.013740916
39,0.0013630971
40,0.008118988
41,0.0036472466
42,0.008138603
43,0.0043390403
44,0.016401187
45,0.016565232
46,0.00739403
47,0.013793465
48,0.0068176384
49,0.006524284
50,0.00579441
51,0.013608491
52,0.0068288385
53,0.011839337
54,0.013709805
55,0.0016288473
56,0.024523368
57,0.0031576278
58,0.0012113064
59,0.01654416
60,0.004574683
61,0.015132029
62,0.010708827
63,0.0036940675
64,0.016121553
65,0.008941779
66,0.012717643
67,0.0053204545
68,0.0070477272
69,0.006587833
70,0.019720372
71,0.0064359657
72,0.013746703
73,0.006892465
74,0.009599593
75,0.016014518
76,0.01436874
77,0.007929466
78,0.020374818
79,0.0050223
80,0.02109278
81,0.01145752
82,0.0046806987
83,0.011823967
84,0.006038243
85,0.010650085
86,0.0027308045
87,0.010030663
88,0.012774643
89,0.013708193
90,0.009578403
91,0.017431762
92,0.007120669
93,0.0076734642
94,0.011158006
95,0.011260297
96,0.0042716856
97,0.00876732
98,0.0045791557
99,0.015224334
100,0.010767042
101,0.0038718693
102,0.019272491
103,0.031680666
1,0.010064006
2,0.018232223
3,0.0121473875
4,0.0009240856
5,0.008106442
6,0.0134076765
7,0.008829277
8,0.0049027693
9,0.0071925665
10,0.008601348
11,0.004911126
12,0.009153219
13,0.018927107
14,0.017737795
15,0.010283391
16,0.009010887
17,0.008432968
18,0.006610983
19,0.0068860166
20,0.0070367553
21,0.002949128
22,0.009696435
23,0.021915767
24,0.012827254
25,0.012756726
26,0.0039759427
27,0.021419074
28,0.011464074
29,0.0050687725
30,0.004340266
31,0.0018810822
32,0.018416485
33,0.013593914
34,0.003501307
35,0.010679808
36,0.00743638
37,0.014558307
38,0.0167353
39,0.016740214
40,0.012025593
41,0.0034115445
42,0.012635076
43,0.003559971
44,0.021927414
45,0.013619615
46,0.009415191
47,0.0092897955
48,0.011841544
49,0.0059594424
50,0.009170328
51,0.002180741
52,0.008166578
53,0.0078032725
54,0.0040821675
55,0.005441341
56,0.010774256
57,0.014759025
58,0.008142891
59,0.007658981
60,0.004183547
61,0.0011116948
62,0.008655743
63,0.008637048
64,0.022194818
65,0.0067420034
66,0.008778639
67,0.0144101
68,0.013561069
69,0.0096780425
70,0.014839886
71,0.0077215224
72,0.003208283
73,0.014221498
74,0.022723027
75,0.01568472
76,0.008586764
77,0.005579017
78,0.016533418
79,0.00501436
80,0.0057728416
81,0.015719082
82,0.015406054
83,0.018051434
84,0.0027574103
85,0.0027163043
86,0.0010507136
87,0.023195937
88,0.004105386
89,0.012704971
90,0.005986229
91,0.0071778316
92,0.0071605295
93,0.0034284568
94,0.0065644956
95,0.008163035
96,0.017106215
97,0.008868179
98,0.004386907
99,0.0035037317
100,0.0041830516
101,0.010235811
102,0.010277401
103,0.026370391
1,0.009385868
2,0.007591894
3,0.014370108
4,0.007354323
5,0.0074639497
6,0.010401139
7,0.005909909
8,0.004923477
9,0.018822854
10,0.0054203747
11,0.006791686
12,0.008702747
13,0.01789763
14,0.0079185
15,0.026611883
16,0.002799886
17,0.0060415105
18,0.0041865213
19,0.009005289
20,0.008014193
21,0.0013106796
22,0.01044935
23,0.029550906
24,0.018312365
25,0.01565209
26,0.004376969
27,0.010705035
28,0.010840717
29,0.003985508
30,0.00693067
31,0.012770827
32,0.0039910194
33,0.0058402927
34,0.0093122255
35,0.0076897116
36,0.008917971
37,0.006090673
38,0.0077924617
39,0.011255711
40,0.01137654
41,0.009216797
42,0.00863913
43,0.0082585355
44,0.0049344767
45,0.008933248
46,0.007437076
47,0.015135055
48,0.014547004
49,0.019170672
50,0.008239054
51,0.013437295
52,0.004695731
53,0.0046921377
54,0.011892016
55,0.0028607603
56,0.005517199
57,0.009217151
58,0.005262285
59,0.007339375
60,0.004956591
61,0.00536739
62,0.009782003
63,0.012259333
64,0.008366617
65,0.0042065945
66,0.008370871
67,0.007939784
68,0.015766785
69,0.009321295
70,0.00476438
71,0.007852276
72,0.0043857563
73,0.0037480185
74,0.011920203
75,0.011011385
76,0.018005319
77,0.0033384718
78,0.010071883
79,0.0012939392
80,0.011928669
81,0.0032868742
82,0.01562026
83,0.011351801
84,0.0037203142
85,0.015288996
86,0.010982516
87,0.0072749853
88,0.0037293287
89,0.0027928439
90,0.009688423
91,0.011143986
92,0.015331058
93,0.01438315
94,0.013325808
95,0.0130877225
96,0.0077018165
97,0.0019593379
98,0.010256739
99,0.011235601
100,0.010924062
101,0.0013993202
102,0.0031709273
103,0.009959603
1,0.003991864
2,0.008195434
3,0.0049950024
4,0.027100554
5,0.009035189
6,0.009963647
7,0.010662047
8,0.009164239
9,0.007040372
10,0.011129809
11,0.0051728333
12,0.01409984
13,0.0076109446
14,0.005224154
15,0.009832027
16,0.007879057
17,0.0034703359
18,0.002838278
19,0.01126163
20,0.004856312
21,0.0056596273
22,0.012190577
23,0.00078423176
24,0.0017267896
25,0.005810029
26,0.012645786
27,0.0070410077
28,0.00084914605
29,0.012371516
30,0.0066557163
31,0.005557989
32,0.010219926
33,0.004040125
34,0.0067561236
35,0.004020315
36,0.0018997501
37,0.00380291
38,0.007881433
39,0.005600762
40,0.019943485
41,0.0013074803
42,0.008521836
43,0.0062242523
44,0.011042159
45,0.007704658
46,0.0033158709
47,0.0109991105
48,0.0077112094
49,0.013033775
50,0.011765283
51,0.009169019
52,0.009097752
53,0.0074380785
54,0.013812019
55,0.008842434
56,0.011684758
57,0.009641595
58,0.0047185575
59,0.01416071
60,0.019772192
61,0.0077617625
62,0.015908549
63,0.012271969
64,0.0075346036
65,0.0048493147
66,0.007335548
67,0.0117506785
68,0.00600094
69,0.008383026
70,0.010754219
71,0.0075412486
72,0.0121571785
73,0.006946123
74,0.009209127
75,0.008982193
76,0.00103282
77,0.009441539
78,0.0032045764
79,0.0042755296
80,0.015615601
81,0.005492077
82,0.0072973985
83,0.012184739
84,0.0009523097
85,0.010560001
86,0.010518303
87,0.013159317
88,0.011303628
89,0.017581424
90,0.019950308
91,0.0035020267
92,0.0044439426
93,0.0063951253
94,0.0065334444
95,0.0059257136
96,0.00921781
97,0.010104191
98,0.0026473196
99,0.01047167
100,0.010720807
101,0.00578228
102,0.0038903211
103,0.015919432
1,0.0059987786
2,0.0035767574
3,0.0044096564
4,0.0073012505
5,0.006992758
6,0.010396215
7,0.010571579
8,0.009994351
9,0.0047299364
10,0.011462213
11,0.004839486
12,0.010513239
13,0.0045633474
14,0.007256036
15,0.006278876
16,0.0061861863
17,0.0053830505
18,0.007827432
19,0.010655392
20,0.009244345
21,0.011944779
22,0.0023339961
23,0.010577819
24,0.0074282927
25,0.004682917
26,0.012733852
27,0.008588656
28,0.009465848
29,0.0037756553
30,0.005464747
31,0.008598172
32,0.0072050304
33,0.009717264
34,0.0058834855
35,0.0051636114
36,0.009941947
37,0.010048004
38,0.006510198
39,0.009208026
40,0.007064429
41,0.0068379394
42,0.012060318
43,0.0040189177
44,0.019971063
45,0.005084133
46,0.00785484
47,0.007001399
48,0.009253432
49,0.010784386
50,0.011831604
51,0.010459816
52,0.01346145
53,0.005151839
54,0.008121752
55,0.009320039
56,0.0022436252
57,0.005250983
58,0.008135118
59,0.0061335852
60,0.0055984063
61,0.005508541
62,0.008130069
63,0.0066913483
64,0.0025672594
65,0.0020634292
66,0.0071999817
67,0.005820764
68,0.0068141124
69,0.010020583
70,0.00827356
71,0.006048578
72,0.011187431
73,0.009257181
74,0.0027546496
75,0.0098010665
76,0.0064820633
77,0.002235409
78,0.012239539
79,0.004324628
80,0.0040901927
81,0.008448186
82,0.013645662
83,0.005011516
84,0.021296619
85,0.0063027143
86,0.006999817
87,0.012379084
88,0.01600613
89,0.005643831
90,0.010438781
91,0.006949813
92,0.004164574
93,0.010591529
94,0.004857103
95,0.013039026
96,0.0053743296
97,0.0013172354
98,0.011359508
99,0.007170629
100,0.011961217
101,0.015534739
102,0.0050385706
103,0.0006177176
1,0.002414346
2,0.0053403815
3,0.00065397
4,0.007121392
5,0.006992677
6,0.006912654
7,0.0051245876
8,0.0030792837
9,0.0022905266
10,0.011192663
11,0.004148213
12,0.0072730305
13,0.0040298104
14,0.007084615
15,0.014456563
16,0.0056316135
17,0.005065512
18,0.010844828
19,0.018799758
20,0.0023651235
21,0.0022435365
22,0.011222482
23,0.0102340095
24,0.010213609
25,0.0038856838
26,0.0073902337
27,0.011570349
28,0.0072548976
29,0.01066026
30,0.0118724
31,0.012961585
32,0.02554261
33,0.011379732
34,0.004784221
35,0.0059225364
36,0.0025184331
37,0.017042924
38,0.005805568
39,0.0023263954
40,0.0045929835
41,0.009433432
42,0.00543991
43,0.00698944
44,0.0058415653
45,0.008336856
46,0.00052283896
47,0.0047163586
48,0.014491564
49,0.008144729
50,0.010467204
51,0.015894007
52,0.0038402574
53,0.008080085
54,0.0045961016
55,0.0028395408
56,0.009148544
57,0.005208591
58,0.004502834
59,0.018420665
60,0.006797424
61,0.008372069
62,0.0042673857
63,0.010127653
64,0.0013530928
65,0.002874408
66,0.004432427
67,0.0024337275
68,0.007073341
69,0.006268853
70,0.0075358506
71,0.00787089
72,0.009438018
73,0.008120391
74,0.006402002
75,0.0035627862
76,0.006371594
77,0.010138053
78,0.0053466773
79,0.009068949
80,0.011253946
81,0.002687082
82,0.013890491
83,0.00136033
84,0.0052523334
85,0.009638597
86,0.008693809
87,0.008176924
88,0.00922756
89,0.008277086
90,0.0068616993
91,0.005215917
92,0.006462542
93,0.0034306115
94,0.011014113
95,0.011550278
96,0.005659638
97,0.00662962
98,0.0061940686
99,0.007615453
100,0.006295974
101,0.00713769
102,0.005472817
103,0.00085692626
1,0.0049114125
2,0.009112954
3,0.0037701554
4,0.004427062
5,0.003740947
6,0.0072974204
7,0.008482624
8,0.008460021
9,0.006678852
10,0.013090732
11,0.0065721218
12,0.010098551
13,0.0016695737
14,0.005793387
15,0.007408125
16,0.004545322
17,0.014997966
18,0.0047641615
19,0.00092580664
20,0.012189226
21,0.015055934
22,0.010120071
23,0.0061806133
24,0.0049991077
25,0.0070898593
26,0.0050388277
27,0.0027020467
28,0.0122521045
29,0.0072431266
30,0.0025525843
31,0.010886835
32,0.0064718244
33,0.0018504919
34,0.0077574514
35,0.0056223264
36,0.008230353
37,0.00055904815
38,0.0032579966
39,0.012562894
40,0.0076649403
41,0.0063606654
42,0.006216858
43,0.0055728327
44,0.009513624
45,0.005014525
46,0.003809698
47,0.01005101
48,0.0125972945
49,0.0008734475
50,0.004100302
51,0.0047018784
52,0.00870533
53,0.0077150324
54,0.008450285
55,0.007960738
56,0.009414991
57,0.0033403789
58,0.00413735
59,0.0072322306
60,0.0074673262
61,0.0064055026
62,0.0053163613
63,0.007906028
64,0.0031859057
65,0.0053261537
66,0.011881335
67,0.0072401734
68,0.0030499746
69,0.008564325
70,0.0009828822
71,0.005487274
72,0.007651515
73,0.0054976325
74,0.012333464
75,0.002784571
76,0.0072316546
77,0.0027385682
78,0.013737597
79,0.0064475564
80,0.014172273
81,0.0027004248
82,0.0053809797
83,0.00714188
84,0.0027520817
85,0.008683744
86,0.014723387
87,0.013401897
88,0.0063497107
89,0.007257739
90,0.010943417
91,0.011573826
92,0.007833207
93,0.0042084083
94,0.011525446
95,0.0032440869
96,0.009414883
97,0.0030042557
98,0.008322897
99,0.009986908
100,0.0049560526
101,0.0025292411
102,0.0049762465
103,0.0061466475
1,0.006157309
2,0.0029876102
3,0.0024698093
4,0.0005474932
5,0.004053885
6,0.003678178
7,0.00939659
8,0.007832155
9,0.009845585
10,0.00592332
11,0.0057946322
12,0.0070549794
13,0.006210691
14,0.008367207
15,0.009465129
16,0.009283551
17,0.011601201
18,0.010061333
19,0.0044413866
20,0.0034318778
21,0.0056009563
22,0.005332734
23,0.002319079
24,0.0043208515
25,0.0014902102
26,0.0017303331
27,0.0024630663
28,0.0040868595
29,0.004054355
30,0.00974689
31,0.008457832
32,0.0053674723
33,0.00896305
34,0.010201361
35,0.01116753
36,0.004250683
37,0.010326627
38,0.0021139376
39,0.0007736068
40,0.0072777905
41,0.016835647
42,0.003261013
43,0.008617143
44,0.006457801
45,0.0064269714
46,0.005937386
47,0.006078988
48,0.009705666
49,0.0045221415
50,0.0018938953
51,0.0045126765
52,0.008195264
53,0.00528325
54,0.016881634
55,0.0080827465
56,0.00977295
57,0.011207076
58,0.0043177637
59,0.0073138094
60,0.007855817
61,0.0059652263
62,0.010610569
63,0.0040372
64,0.0065609855
65,0.0104395915
66,0.0047202413
67,0.0076510035
68,0.0063384497
69,0.0143621545
70,0.0047748117
71,0.008092876
72,0.011638849
73,0.006216713
74,0.006126295
75,0.012959824
76,0.0037250686
77,0.010405175
78,0.009012904
79,0.0040291185
80,0.0012989294
81,0.0072567337
82,0.007922654
83,0.009027446
84,0.003452116
85,0.0030759014
86,0.007192835
87,0.012502724
88,0.002546846
89,0.003528332
90,0.006404288
91,0.005794676
92,0.0027090083
93,0.0059465957
94,0.008615028
95,0.008164105
96,0.0105425315
97,0.013222928
98,0.0050579603
99,0.010739478
100,0.0050766296
101,0.0036600302
102,0.008592759
103,0.0039851973
1,0.0068476596
2,0.0074052876
3,0.0025294821
4,0.0016867634
5,0.0010876906
6,0.0052879443
7,0.005963709
8,0.0033859417
9,0.012258257
10,0.0087194005
11,0.007562209
12,0.0025057108
13,0.0057420013
14,0.008375473
15,0.005124086
16,0.0048932075
17,0.00475629
18,0.0068333833
19,0.0057616583
20,0.005758278
21,0.009717738
22,0.0051365434
23,0.005298411
24,0.0053204554
25,0.016498128
26,0.0048223
27,0.008007493
28,0.008809667
29,0.008337647
30,0.0053594313
31,0.005946875
32,0.004151586
33,0.0079633575
34,0.001978377
35,0.004431462
36,0.007657463
37,0.0070834174
38,0.009589698
39,0.003614493
40,0.0043955077
41,0.0065197977
42,0.006254487
43,0.007088847
44,0.0116227865
45,0.004563939
46,0.0050833044
47,0.008178018
48,0.0007512332
49,0.011319388
50,0.00822462
51,0.010271327
52,0.013792577
53,0.00081615715
54,0.0026221112
55,0.002307416
56,0.0107617695
57,0.009036476
58,0.0039205602
59,0.011650644
60,0.0016156707
61,0.00561426
62,0.0042047044
63,0.0035398013
64,0.0045980816
65,0.010444548
66,0.011724172
67,0.0062870937
68,0.01158768
69,0.007399552
70,0.0023952734
71,0.00889281
72,0.006463368
73,0.00547536
74,0.006375641
75,0.002271643
76,0.0005839641
77,0.0026842966
78,0.009999062
79,0.0037921465
80,0.0066193794
81,0.005289657
82,0.015428642
83,0.0028226671
84,0.006434256
85,0.0034197995
86,0.0034207925
87,0.010372739
88,0.005037157
89,0.0022772492
90,0.010914641
91,0.0037490726
92,0.0071404777
93,0.004724108
94,0.0109714465
95,0.018068802
96,0.0016333828
97,0.006526066
98,0.010259285
99,0.015482878
100,0.012474591
101,0.0022050778
102,0.00392176
103,0.0015756167
1,0.0036515358
2,0.0050021117
3,0.005313253
4,0.0065071853
5,0.01003676
6,0.0061249956
7,0.0053125652
8,0.003997394
9,0.0061093685
10,0.008601821
11,0.0063818945
12,0.0039916984
13,0.004665032
14,0.008096748
15,0.0065424223
16,0.01333628
17,0.0045412444
18,0.0067062303
19,0.0036038067
20,0.010469006
21,0.003859149
22,0.0030129307
23,0.0021010092
24,0.0058069546
25,0.0041975784
26,0.0038779024
27,0.0053707003
28,0.0059550744
29,0.00634439
30,0.007404461
31,0.0005084373
32,0.007412116
33,0.017184887
34,0.007866993
35,0.008560625
36,0.0061464147
37,0.0023172847
38,0.0044561224
39,0.0066927024
40,0.002552783
41,0.01621815
42,0.0025267694
43,0.0047869757
44,0.0081738345
45,0.005594494
46,0.009095537
47,0.008687522
48,0.004741947
49,0.0057610245
50,0.009137857
51,0.0047300044
52,0.008198342
53,0.006277517
54,0.0062776487
55,0.012218688
56,0.00084567483
57,0.0054938076
58,0.0030548933
59,0.0032028407
60,0.004138873
61,0.0069052377
62,0.0073570083
63,0.0056598494
64,0.009265594
65,0.006087871
66,0.01643898
67,0.0008349377
68,0.013411659
69,0.0077231973
70,0.0066415053
71,0.0031958402
72,0.0045360494
73,0.010183809
74,0.0036259987
75,0.0011019045
76,0.0058793696
77,0.0057979072
78,0.004166069
79,0.0024358402
80,0.0019296996
81,0.0023071764
82,0.010878678
83,0.008964467
84,0.0106186
85,0.0043741297
86,0.010567036
87,0.0012042447
88,0.004354879
89,0.0068985047
90,0.0025566842
91,0.009749688
92,0.004723857
93,0.006912024
94,0.00462858
95,0.0078815045
96,0.0058871056
97,0.004936011
98,0.0017648581
99,0.008873396
100,0.014716182
101,0.011825545
102,0.0009771003
103,0.012483075
1,0.0047614044
2,0.006949549
3,0.005563542
4,0.00722581
5,0.0100329155
6,0.0045837294
7,0.0040458757
8,0.005885789
9,0.004753897
10,0.005771562
11,0.0061021848
12,0.004662657
13,0.005927454
14,0.0062745344
15,0.0036200066
16,0.011764837
17,0.008299764
18,0.0068600215
19,0.004174263
20,0.009840842
21,0.01901601
22,0.0059723477
23,0.003913252
24,0.0020348846
25,0.009819552
26,0.008869656
27,0.006194873
28,0.0050087734
29,0.005407859
30,0.0037745675
31,0.0077950475
32,0.0024338777
33,0.003522777
34,0.0045416127
35,0.008200462
36,0.008352227
37,0.006834482
38,0.0072629466
39,0.006426206
40,0.0053430977
41,0.0014414806
42,0.0017878141
43,0.008545607
44,0.011319968
45,0.0046998668
46,0.009189584
47,0.0054735653
48,0.012753394
49,0.0016450724
50,0.0011736426
51,0.004470018
52,0.0026005392
53,0.0035408563
54,0.001070481
55,0.0056751873
56,0.0036987623
57,0.0078049353
58,0.009281607
59,0.0032138997
60,0.004440377
61,0.007022963
62,0.005988635
63,0.005036461
64,0.007681275
65,0.008171512
66,0.0045235124
67,0.0051536974
68,0.0021806702
69,0.006444181
70,0.007680413
71,0.013864736
72,0.0043995916
73,0.0047814692
74,0.011279625
75,0.004615267
76,0.008982784
77,0.009941458
78,0.007185796
79,0.0061121807
80,0.006835078
81,0.00089937256
82,0.0056254664
83,0.0073875594
84,0.006017441
85,0.008711903
86,0.010216186
87,0.00469006
88,0.005731982
89,0.0033203985
90,0.006333253
91,0.008431948
92,0.0017101858
93,0.0054159313
94,0.0072136377
95,0.0052958103
96,0.008156743
97,0.0005669857
98,0.0055648554
99,0.0020960409
100,0.0053504147
101,0.0019821948
102,0.006147099
103,0.00046443957
1,0.0011721823
2,0.015725598
3,0.0037043002
4,0.0050839786
5,0.0055077565
6,0.0051856874
7,0.008176685
8,0.0048205373
9,0.00085501245
10,0.0051979204
11,0.005299787
12,0.00080048176
13,0.006276969
14,0.01217574
15,0.002533791
16,0.010946241
17,0.005495728
18,0.00430843
19,0.0064306296
20,0.0053459117
21,0.0023404968
22,0.004958659
23,0.009636039
24,0.007119792
25,0.007003112
26,0.002006105
27,0.006381698
28,0.00570644
29,0.005578697
30,0.0021119453
31,0.008631894
32,0.002874308
33,0.0148743745
34,0.007193322
35,0.0058058933
36,0.0026432623
37,0.014297311
38,0.0035865945
39,0.0046114195
40,0.0031184813
41,0.0054902416
42,0.0037429815
43,0.0069359066
44,0.0033404117
45,0.00430286
46,0.008123419
47,0.008551997
48,0.004210683
49,0.00403505
50,0.003913673
51,0.0072717364
52,0.0032728536
53,0.007207858
54,0.008338425
55,0.005950792
56,0.006732089
57,0.004176719
58,0.0051264577
59,0.004654452
60,0.011963358
61,0.009890416
62,0.006945622
63,0.0019942438
64,0.0038276722
65,0.010034972
66,0.003154589
67,0.007488978
68,0.0034533653
69,0.006830972
70,0.007427489
71,0.0028784084
72,0.0035520836
73,0.0053951372
74,0.0069224783
75,0.0039593163
76,0.0031019635
77,0.0042299586
78,0.0032797335
79,0.0058616498
80,0.0063492167
81,0.010023767
82,0.0034009977
83,0.0043490403
84,0.0031045817
85,0.0042153383
86,0.007949975
87,0.0026643074
88,0.0071871374
89,0.004506108
90,0.006391326
91,0.005806076
92,0.008604592
93,0.0038394704
94,0.012996145
95,0.0038072513
96,0.006464499
97,0.0075389403
98,0.0067553027
99,0.0035165697
100,0.004268056
101,0.0027753357
102,0.006981237
103,0.003984445
1,0.003311572
2,0.0046649873
3,0.0032170655
4,0.005559666
5,0.008421655
6,0.0053658057
7,0.0059151757
8,0.0027185346
9,0.005370925
10,0.0016630426
11,0.0057677785
12,0.008505486
13,0.004019513
14,0.009436059
15,0.0016615482
16,0.012841003
17,0.003812419
18,0.004710267
19,0.0010591744
20,0.0025749132
21,0.00034416773
22,0.003910143
23,0.0046486733
24,0.0011325518
25,0.0034247192
26,0.004789326
27,0.005555077
28,0.004085769
29,0.003312218
30,0.006841356
31,0.013229879
32,0.0069274716
33,0.004056976
34,0.005693124
35,0.0036240835
36,0.008290376
37,0.008537593
38,0.004511888
39,0.00066468096
40,0.008768657
41,0.004578686
42,0.007768686
43,0.0027449527
44,0.0024766976
45,0.013562937
46,0.0051358487
47,0.006647321
48,0.009837848
49,0.0025746238
50,0.007934879
51,0.004189088
52,0.007267202
53,0.0037327006
54,0.0037126625
55,0.0040745414
56,0.0031006283
57,0.0063539827
58,0.0018615149
59,0.0028738915
60,0.010321605
61,0.0011536279
62,0.00825102
63,0.008759634
64,0.0053710085
65,0.009491267
66,0.004801561
67,0.0030523897
68,0.0056093987
69,0.0070231077
70,0.0005962585
71,0.007903771
72,0.004276738
73,0.0035136135
74,0.003214589
75,0.00067486084
76,0.010024561
77,0.005261442
78,0.009791312
79,0.007644192
80,0.009281
81,0.004576718
82,0.005408202
83,0.0034692967
84,0.008876437
85,0.005417321
86,0.0051110154
87,0.006777947
88,0.005633919
89,0.0055369977
90,0.003932033
91,0.004688395
92,0.006910431
93,0.010114441
94,0.0026523964
95,0.0030625495
96,0.005555114
97,0.0053188507
98,0.008928072
